ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
586,LOUISE,Male,South,KARNATAKA,560060,INDIVIDUAL,VOTER_ID,73998,Commercial,5,25-09-2021,25-10-2024,25-10-2021,Approved,1460,HEM CHAND,Installation pending
587,SAMMY,Male,South,KARNATAKA,560056,INDIVIDUAL,VOTER_ID,92628,Commercial,7,22-01-2021,05-02-2024,22-02-2021,Pending,1678,Manoj Pandey,Documents verification in progress
588,AHMED,Male,South,KARNATAKA,560005,INDIVIDUAL,AADHAR,7.87E+11,Residential,1,08-09-2021,23-06-2024,08-10-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
589,LARA,Male,South,KARNATAKA,560022,INDIVIDUAL,AADHAR,5.94E+11,Residential,11,19-11-2021,28-10-2024,19-12-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
590,KRIS,Male,South,KARNATAKA,560022,JOINT,VOTER_ID,99988,Residential,3,05-01-2021,24-04-2024,05-02-2021,Approved,2456,RAHUL SINGH,Installation pending
591,NOEL,Male,South,KARNATAKA,560041,INDIVIDUAL,PAN,5027469,Residential,12,23-05-2021,02-09-2024,23-06-2021,Approved,2456,RAHUL SINGH,Installation pending
592,LOU,Male,South,KARNATAKA,560062,INDIVIDUAL,AADHAR,5.66E+11,Residential,2,23-05-2021,07-11-2024,23-06-2021,Pending,1460,HEM CHAND,Documents verification in progress
593,DEVIN,Male,South,KARNATAKA,560006,INDIVIDUAL,PAN,9266757,Commercial,4,28-09-2021,30-07-2024,28-10-2021,Approved,2456,RAHUL SINGH,Installation pending
594,MARIANNE,Male,South,KARNATAKA,560041,INDIVIDUAL,AADHAR,5.22E+11,Residential,3,24-03-2021,24-12-2024,24-04-2021,Approved,1460,HEM CHAND,Installation pending
595,CALVIN,Male,South,KARNATAKA,560043,INDIVIDUAL,VOTER_ID,95426,Commercial,9,16-08-2021,06-12-2024,16-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
596,MEG,Male,South,KARNATAKA,560026,INDIVIDUAL,AADHAR,2.92E+11,Commercial,6,20-07-2021,20-09-2024,20-08-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
597,CHRISTY,Male,South,KARNATAKA,560032,INDIVIDUAL,VOTER_ID,80068,Commercial,8,12-09-2021,18-05-2024,12-10-2021,Pending,1460,HEM CHAND,Documents verification in progress
598,MARISOL,Male,South,KARNATAKA,560052,INDIVIDUAL,VOTER_ID,81572,Commercial,3,02-08-2021,25-07-2024,02-09-2021,Approved,4510,VINOD GUPTA,Installation pending
599,RACHAEL,Male,South,KARNATAKA,560013,INDIVIDUAL,PASSPORT,797085932,Commercial,3,07-10-2021,12-05-2024,07-11-2021,Approved,2456,RAHUL SINGH,Installation pending
600,GABRIELA,Male,South,KARNATAKA,560010,INDIVIDUAL,PAN,3929296,Commercial,9,30-06-2021,04-09-2024,30-07-2021,Approved,4510,VINOD GUPTA,Installation pending
601,LANCE,Male,South,KARNATAKA,560042,INDIVIDUAL,VOTER_ID,75003,Residential,1,24-11-2021,15-04-2024,24-12-2021,Approved,1460,HEM CHAND,Installation pending
602,NATE,Male,South,KARNATAKA,560035,INDIVIDUAL,AADHAR,7.69E+11,Commercial,2,31-05-2021,,30-06-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
603,MINDY,Male,South,KARNATAKA,560025,INDIVIDUAL,PAN,3887159,Commercial,9,22-02-2021,,22-03-2021,Pending,1460,HEM CHAND,Documents verification in progress
604,GIOVANNI,Male,South,KARNATAKA,560010,JOINT,AADHAR,8.60E+11,Commercial,11,20-06-2021,,20-07-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
605,ALLAN,Male,South,KARNATAKA,560027,INDIVIDUAL,PAN,6972341,Commercial,12,06-11-2021,06-12-2024,06-12-2021,Approved,1311,Sudhanshu Gupta,Installation pending
606,TYRONE,Male,South,KARNATAKA,560006,INDIVIDUAL,PAN,4481114,Commercial,7,20-08-2021,20-09-2024,20-09-2021,Approved,2456,RAHUL SINGH,Installation pending
607,KARL,Male,South,KARNATAKA,560053,INDIVIDUAL,AADHAR,1.24E+11,Residential,7,09-01-2021,18-05-2024,09-02-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
608,GUY,Male,South,KARNATAKA,560059,INDIVIDUAL,AADHAR,6.77E+11,Commercial,2,03-04-2021,25-07-2024,03-05-2021,Pending,1460,HEM CHAND,Documents verification in progress
609,MARSHA,Male,South,KARNATAKA,560050,JOINT,PAN,4283410,Residential,5,06-03-2021,12-05-2024,06-04-2021,Pending,1460,HEM CHAND,Documents verification in progress
610,WARREN,Male,South,KARNATAKA,560022,INDIVIDUAL,AADHAR,9.17E+11,Commercial,2,17-07-2021,04-09-2024,17-08-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
611,KELVIN,Male,South,KARNATAKA,560057,INDIVIDUAL,VOTER_ID,91096,Residential,12,01-04-2021,15-04-2024,01-05-2021,Pending,1678,Manoj Pandey,Documents verification in progress
612,JENNIE,Male,South,KARNATAKA,560065,INDIVIDUAL,PASSPORT,154652846,Commercial,5,18-04-2021,18-05-2024,18-05-2021,Approved,2456,RAHUL SINGH,Installation pending
613,MITCHELL,Male,South,KARNATAKA,560031,INDIVIDUAL,AADHAR,1.19E+11,Residential,8,25-06-2021,25-07-2024,25-07-2021,Approved,4510,VINOD GUPTA,Installation pending
614,KAYLA,Male,South,KARNATAKA,560021,INDIVIDUAL,PASSPORT,490883811,Residential,3,12-04-2021,12-05-2024,12-05-2021,Approved,1311,Sudhanshu Gupta,Installation pending
615,JAMAL,Male,South,KARNATAKA,560062,INDIVIDUAL,AADHAR,8.91E+11,Commercial,4,19-04-2021,30-05-2024,19-05-2021,Pending,1678,Manoj Pandey,Documents verification in progress
616,NICOLÁS,Male,South,KARNATAKA,560034,INDIVIDUAL,VOTER_ID,90405,Commercial,2,01-06-2021,11-08-2024,01-07-2021,Pending,1460,HEM CHAND,Documents verification in progress
617,AUSTIN,Male,South,KARNATAKA,560009,INDIVIDUAL,VOTER_ID,83788,Residential,7,26-03-2021,09-04-2024,26-04-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
618,MOHAMED,Male,South,KARNATAKA,560007,INDIVIDUAL,PAN,7060393,Residential,9,04-08-2021,04-09-2024,04-09-2021,Approved,2456,RAHUL SINGH,Installation pending
619,KARLA,Male,South,KARNATAKA,560023,INDIVIDUAL,PAN,5131060,Commercial,5,15-03-2021,15-04-2024,15-04-2021,Approved,1678,Manoj Pandey,Installation pending
620,GERARD,Male,South,KARNATAKA,560041,INDIVIDUAL,PASSPORT,683615137,Residential,9,11-03-2021,27-05-2024,11-04-2021,Pending,1460,HEM CHAND,Documents verification in progress
621,DEANNA,Male,South,KARNATAKA,560009,JOINT,AADHAR,1.25E+11,Residential,1,02-11-2021,04-07-2024,02-12-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
622,KAY,Male,South,KARNATAKA,560027,INDIVIDUAL,AADHAR,9.10E+11,Commercial,12,05-10-2021,13-08-2024,05-11-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
623,JUNIOR,Male,South,KARNATAKA,560025,INDIVIDUAL,AADHAR,2.42E+11,Residential,11,21-09-2021,14-02-2024,21-10-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
624,FREDDY,Male,South,KARNATAKA,560031,INDIVIDUAL,VOTER_ID,97002,Residential,3,09-04-2021,25-04-2024,09-05-2021,Pending,1678,Manoj Pandey,Documents verification in progress
625,ERICK,Male,South,KARNATAKA,560024,INDIVIDUAL,PASSPORT,974305428,Commercial,10,07-11-2021,07-12-2024,07-12-2021,Approved,2456,RAHUL SINGH,Installation pending
626,MIMI,Male,South,KARNATAKA,560062,INDIVIDUAL,PAN,3827418,Commercial,10,12-12-2021,12-01-2022,12-01-2022,Approved,1460,HEM CHAND,Installation pending
627,NORMA,Male,South,KARNATAKA,560004,INDIVIDUAL,PASSPORT,505946061,Commercial,8,30-04-2021,30-05-2024,30-05-2021,Approved,1311,Sudhanshu Gupta,Installation pending
628,MARITZA,Male,South,KARNATAKA,560012,INDIVIDUAL,AADHAR,7.46E+11,Commercial,3,30-04-2021,30-05-2024,30-05-2021,Approved,1460,HEM CHAND,Installation pending
629,HAROLD,Male,South,KARNATAKA,560013,INDIVIDUAL,VOTER_ID,94478,Residential,2,13-10-2021,31-01-2022,13-11-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
630,SHELLY,Male,South,KARNATAKA,560001,JOINT,PAN,9488588,Commercial,9,01-02-2021,10-07-2024,01-03-2021,Pending,1460,HEM CHAND,Documents verification in progress
631,CARLY,Male,South,KARNATAKA,560039,JOINT,PASSPORT,272814283,Residential,2,25-02-2021,07-10-2024,25-03-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
632,RHONDA,Male,South,KARNATAKA,560003,INDIVIDUAL,VOTER_ID,88806,Residential,9,11-07-2021,11-08-2024,11-08-2021,Approved,1678,Manoj Pandey,Installation pending
633,ALANA,Male,South,KARNATAKA,560062,JOINT,VOTER_ID,89058,Commercial,3,09-03-2021,09-04-2024,09-04-2021,Approved,1311,Sudhanshu Gupta,Installation pending
634,DOMINICK,Male,South,KARNATAKA,560058,INDIVIDUAL,AADHAR,9.60E+11,Residential,4,21-08-2021,,21-09-2021,Pending,1460,HEM CHAND,Documents verification in progress
635,ANASTASIA,Male,South,KARNATAKA,560033,INDIVIDUAL,VOTER_ID,93660,Residential,2,02-01-2021,02-02-2024,02-02-2021,Approved,1678,Manoj Pandey,Installation pending
636,AIMEE,Male,South,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,79432,Commercial,2,23-07-2021,23-08-2024,23-08-2021,Approved,1311,Sudhanshu Gupta,Installation pending
637,VICKI,Male,South,KARNATAKA,560025,INDIVIDUAL,PASSPORT,251289412,Residential,12,27-04-2021,27-05-2024,27-05-2021,Approved,1678,Manoj Pandey,Installation pending
638,MARGARITA,Male,South,KARNATAKA,560019,INDIVIDUAL,PAN,7911580,Residential,1,04-06-2021,04-07-2024,04-07-2021,Approved,4510,VINOD GUPTA,Installation pending
639,MANDY,Male,South,KARNATAKA,560065,INDIVIDUAL,PAN,3139261,Commercial,12,24-10-2021,,24-11-2021,Pending,1460,HEM CHAND,Documents verification in progress
640,DARRYL,Male,South,KARNATAKA,560040,INDIVIDUAL,PASSPORT,439434015,Commercial,9,16-11-2021,,16-12-2021,Pending,1678,Manoj Pandey,Documents verification in progress
641,DARLENE,Male,South,KARNATAKA,560045,INDIVIDUAL,VOTER_ID,74355,Residential,7,31-07-2021,,31-08-2021,Pending,1460,HEM CHAND,Documents verification in progress
642,RANDI,Male,South,KARNATAKA,560021,JOINT,PAN,5644869,Residential,12,13-07-2021,13-08-2024,13-08-2021,Approved,2456,RAHUL SINGH,Installation pending
643,MOHAMMED,Male,South,KARNATAKA,560032,JOINT,PAN,5878623,Commercial,12,14-01-2021,14-02-2024,14-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
644,LENNY,Male,South,KARNATAKA,560020,INDIVIDUAL,PASSPORT,674635216,Residential,3,14-07-2021,,14-08-2021,Pending,1678,Manoj Pandey,Documents verification in progress
645,ROMAN,Male,South,KARNATAKA,560009,INDIVIDUAL,PASSPORT,317702112,Residential,8,25-03-2021,25-04-2024,25-04-2021,Approved,1678,Manoj Pandey,Installation pending
646,BERNARD,Male,South,KARNATAKA,560019,INDIVIDUAL,AADHAR,7.53E+11,Residential,4,05-05-2021,,05-06-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
647,FRANCINE,Male,South,KARNATAKA,560039,INDIVIDUAL,AADHAR,7.52E+11,Residential,11,16-10-2021,,16-11-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
648,JUNE,Male,South,KARNATAKA,560063,INDIVIDUAL,PAN,7027440,Residential,11,18-11-2021,,18-12-2021,Pending,1678,Manoj Pandey,Documents verification in progress
649,DAMIAN,Male,South,KARNATAKA,560015,INDIVIDUAL,PASSPORT,109920448,Residential,8,18-03-2021,,18-04-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
650,SOFIA,Male,South,KARNATAKA,560047,INDIVIDUAL,PAN,5643954,Residential,2,09-12-2021,,09-01-2022,Pending,1678,Manoj Pandey,Documents verification in progress
651,XAVIER,Male,South,KARNATAKA,560039,INDIVIDUAL,PAN,8281241,Commercial,11,31-07-2021,,31-08-2021,Pending,1678,Manoj Pandey,Documents verification in progress
652,ORLANDO,Male,South,KARNATAKA,560043,JOINT,AADHAR,6.93E+11,Residential,3,24-12-2021,,24-01-2022,Pending,2456,RAHUL SINGH,Documents verification in progress
653,ZOE,Male,South,KARNATAKA,560044,INDIVIDUAL,VOTER_ID,93840,Commercial,5,25-03-2021,,25-04-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
654,LEIGH,Male,South,KARNATAKA,560050,INDIVIDUAL,VOTER_ID,89028,Commercial,9,12-01-2021,,12-02-2021,Pending,1460,HEM CHAND,Documents verification in progress
655,KURT,Male,South,KARNATAKA,560050,INDIVIDUAL,AADHAR,4.45E+11,Residential,3,30-06-2021,,30-07-2021,Pending,1460,HEM CHAND,Documents verification in progress
656,TERRI,Male,South,KARNATAKA,560043,INDIVIDUAL,VOTER_ID,99455,Residential,9,08-07-2021,,08-08-2021,Pending,1460,HEM CHAND,Documents verification in progress
657,NATHANIEL,Male,South,KARNATAKA,560032,INDIVIDUAL,PAN,5180337,Commercial,8,05-11-2021,,05-12-2021,Pending,1460,HEM CHAND,Documents verification in progress
658,STEFAN,Male,South,KARNATAKA,560038,INDIVIDUAL,AADHAR,9.16E+11,Residential,4,14-12-2021,,14-01-2022,Pending,1460,HEM CHAND,Documents verification in progress
659,LENA,Male,South,KARNATAKA,560007,INDIVIDUAL,AADHAR,8.78E+11,Commercial,10,24-05-2021,,24-06-2021,Pending,1460,HEM CHAND,Documents verification in progress
660,TASHA,Male,South,KARNATAKA,560049,INDIVIDUAL,PAN,9682524,Commercial,1,21-11-2021,,21-12-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
661,RENE,Male,South,KARNATAKA,560036,JOINT,AADHAR,8.15E+11,Residential,11,30-07-2021,,30-08-2021,Pending,1460,HEM CHAND,Documents verification in progress
662,ELISE,Male,South,KARNATAKA,560041,JOINT,PAN,7441386,Commercial,12,04-03-2021,,04-04-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
663,JASMIN,Male,South,KARNATAKA,560007,INDIVIDUAL,AADHAR,8.70E+11,Commercial,10,08-01-2021,,08-02-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
664,MARTA,Male,South,KARNATAKA,560014,JOINT,PASSPORT,778597061,Residential,1,05-05-2021,,05-06-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
665,GERALD,Male,South,KARNATAKA,560043,INDIVIDUAL,VOTER_ID,81393,Residential,3,08-08-2021,,08-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
666,SHANA,Male,South,KARNATAKA,560059,INDIVIDUAL,PAN,7103941,Commercial,11,17-02-2021,,17-03-2021,Pending,1460,HEM CHAND,Documents verification in progress
667,AISHA,Male,South,KARNATAKA,560018,INDIVIDUAL,PASSPORT,126548689,Residential,6,15-11-2021,15-12-2024,15-12-2021,Approved,1460,HEM CHAND,Installation pending
668,KAT,Male,South,KARNATAKA,560040,INDIVIDUAL,PASSPORT,345820973,Residential,12,12-04-2021,12-05-2024,12-05-2021,Approved,1460,HEM CHAND,Installation pending
669,PATRICE,Male,South,KARNATAKA,560016,INDIVIDUAL,AADHAR,1.23E+11,Residential,9,03-05-2021,03-06-2024,03-06-2021,Approved,4510,VINOD GUPTA,Installation pending
670,GREGG,Male,South,KARNATAKA,560035,INDIVIDUAL,PAN,8629566,Residential,10,19-10-2021,19-11-2024,19-11-2021,Approved,2456,RAHUL SINGH,Installation pending
671,SILVIA,Male,South,KARNATAKA,560057,INDIVIDUAL,AADHAR,2.18E+11,Residential,5,31-12-2021,31-01-2022,31-01-2022,Approved,4510,VINOD GUPTA,Installation pending
672,PIERRE,Male,South,KARNATAKA,560037,INDIVIDUAL,AADHAR,4.52E+11,Commercial,9,10-06-2021,10-07-2024,10-07-2021,Approved,4510,VINOD GUPTA,Installation pending
673,DEIRDRE,Male,South,KARNATAKA,560047,JOINT,VOTER_ID,75600,Residential,5,07-09-2021,07-10-2024,07-10-2021,Approved,4510,VINOD GUPTA,Installation pending
674,KATY,Male,South,KARNATAKA,560005,JOINT,AADHAR,9.24E+11,Residential,9,25-06-2021,25-07-2024,25-07-2021,Approved,1460,HEM CHAND,Installation pending
675,ALVIN,Male,South,KARNATAKA,560033,INDIVIDUAL,PASSPORT,448892150,Commercial,8,31-12-2021,31-01-2022,31-01-2022,Connection Released,2456,RAHUL SINGH,Installation completed
676,JERMAINE,Male,South,KARNATAKA,560019,INDIVIDUAL,VOTER_ID,82836,Residential,1,12-06-2021,12-07-2024,12-07-2021,Connection Released,2456,RAHUL SINGH,Installation completed
677,JANELLE,Male,South,KARNATAKA,560034,INDIVIDUAL,AADHAR,7.71E+11,Commercial,3,09-05-2021,09-06-2024,09-06-2021,Connection Released,4510,VINOD GUPTA,Installation completed
678,TEDDY,Male,South,KARNATAKA,560052,INDIVIDUAL,PAN,2027756,Commercial,2,22-05-2021,22-06-2024,22-06-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
679,AMIT,Male,South,KARNATAKA,560059,INDIVIDUAL,PASSPORT,194396176,Residential,12,31-01-2021,28-02-2024,28-02-2021,Connection Released,4510,VINOD GUPTA,Installation completed
680,JO,Male,South,KARNATAKA,560043,INDIVIDUAL,AADHAR,1.65E+11,Commercial,12,02-02-2021,02-03-2024,02-03-2021,Connection Released,1460,HEM CHAND,Installation completed
681,BORIS,Male,South,KARNATAKA,560058,INDIVIDUAL,VOTER_ID,91928,Residential,7,11-06-2021,11-07-2024,11-07-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
682,CHRISSY,Male,South,KARNATAKA,560032,INDIVIDUAL,PAN,4363373,Residential,10,30-01-2021,28-02-2024,28-02-2021,Connection Released,4510,VINOD GUPTA,Installation completed
683,ZACK,Male,South,KARNATAKA,560012,JOINT,PASSPORT,614392681,Residential,11,11-07-2021,11-08-2024,11-08-2021,Connection Released,1460,HEM CHAND,Installation completed
684,CHLOE,Male,South,KARNATAKA,560015,INDIVIDUAL,AADHAR,3.33E+11,Residential,12,30-05-2021,30-06-2024,30-06-2021,Connection Released,1678,Manoj Pandey,Installation completed
685,ROBERTA,Male,South,KARNATAKA,560006,INDIVIDUAL,VOTER_ID,76977,Commercial,7,27-05-2021,27-06-2024,27-06-2021,Connection Released,2456,RAHUL SINGH,Installation completed
686,KAREEM,Male,South,KARNATAKA,560056,INDIVIDUAL,PAN,2082395,Residential,3,25-06-2021,25-07-2024,25-07-2021,Connection Released,1460,HEM CHAND,Installation completed
687,PAULINE,Male,South,KARNATAKA,560039,INDIVIDUAL,VOTER_ID,86545,Residential,10,24-08-2021,24-05-2024,24-09-2021,Approved,1311,Sudhanshu Gupta,Installation pending
688,SUNNY,Male,South,KARNATAKA,560012,INDIVIDUAL,AADHAR,1.03E+11,Commercial,5,08-08-2021,30-01-2022,08-09-2021,Approved,2456,RAHUL SINGH,Installation pending
689,MARCOS,Male,South,KARNATAKA,560050,INDIVIDUAL,VOTER_ID,77016,Commercial,6,18-09-2021,05-09-2024,18-10-2021,Approved,1460,HEM CHAND,Installation pending
690,BRENT,Male,South,KARNATAKA,560060,INDIVIDUAL,PASSPORT,938884553,Commercial,5,06-05-2021,13-04-2024,06-06-2021,Approved,1460,HEM CHAND,Installation pending
691,ROSIE,Male,South,KARNATAKA,560031,INDIVIDUAL,PAN,3486415,Commercial,5,24-04-2021,23-08-2024,24-05-2021,Connection Released,1678,Manoj Pandey,Installation completed
692,IGOR,Male,South,KARNATAKA,560048,JOINT,PAN,2843926,Residential,11,30-12-2021,15-10-2024,30-01-2022,Connection Released,2456,RAHUL SINGH,Installation completed
693,SPENCER,Male,South,KARNATAKA,560020,JOINT,PASSPORT,197566097,Commercial,4,05-08-2021,09-01-2022,05-09-2021,Connection Released,4510,VINOD GUPTA,Installation completed
694,TAMIKA,Male,South,KARNATAKA,560054,INDIVIDUAL,AADHAR,2.31E+11,Residential,8,05-04-2021,17-05-2024,05-05-2021,Approved,2456,RAHUL SINGH,Installation pending
695,AMELIA,Male,South,KARNATAKA,560022,JOINT,AADHAR,1.44E+11,Commercial,9,20-11-2021,25-01-2022,20-12-2021,Approved,1460,HEM CHAND,Installation pending
696,MARJORIE,Male,South,KARNATAKA,560063,INDIVIDUAL,AADHAR,9.69E+11,Residential,9,13-03-2021,26-04-2024,13-04-2021,Connection Released,2456,RAHUL SINGH,Installation completed
697,KRISTA,Male,South,KARNATAKA,560023,INDIVIDUAL,AADHAR,6.22E+11,Residential,7,23-07-2021,18-06-2024,23-08-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
698,LUCAS,Male,South,KARNATAKA,560007,INDIVIDUAL,AADHAR,8.04E+11,Residential,6,15-09-2021,08-07-2024,15-10-2021,Connection Released,4510,VINOD GUPTA,Installation completed
699,BRADLEY,Male,South,KARNATAKA,560036,INDIVIDUAL,AADHAR,8.41E+11,Commercial,2,20-02-2021,07-09-2024,20-03-2021,Approved,1460,HEM CHAND,Installation pending
700,JEANINE,Male,South,KARNATAKA,560041,INDIVIDUAL,PASSPORT,556764885,Residential,8,15-09-2021,29-12-2024,15-10-2021,Approved,1311,Sudhanshu Gupta,Installation pending
701,HILARY,Male,South,KARNATAKA,560020,INDIVIDUAL,VOTER_ID,82037,Commercial,1,09-12-2021,01-02-2024,09-01-2022,Connection Released,1678,Manoj Pandey,Installation completed
702,KRISTY,Male,South,KARNATAKA,560009,INDIVIDUAL,PAN,6072479,Residential,6,17-04-2021,30-11-2024,17-05-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
703,TERRENCE,Male,South,KARNATAKA,560032,INDIVIDUAL,PAN,7934359,Residential,4,25-12-2021,04-02-2024,25-01-2022,Connection Released,1678,Manoj Pandey,Installation completed
704,YESENIA,Male,South,KARNATAKA,560064,JOINT,PAN,5303946,Residential,6,26-03-2021,01-02-2022,26-04-2021,Connection Released,2456,RAHUL SINGH,Installation completed
705,GLADYS,Male,South,KARNATAKA,560012,JOINT,PAN,8872433,Commercial,12,18-05-2021,07-12-2024,18-06-2021,Connection Released,2456,RAHUL SINGH,Installation completed
706,DOMINIC,Male,South,KARNATAKA,560024,INDIVIDUAL,VOTER_ID,88942,Residential,2,08-06-2021,19-05-2024,08-07-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
707,ALLIE,Male,South,KARNATAKA,560063,INDIVIDUAL,AADHAR,3.04E+11,Residential,7,07-08-2021,24-07-2024,07-09-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
708,BLAKE,Male,South,KARNATAKA,560016,INDIVIDUAL,PASSPORT,447141079,Residential,6,28-10-2021,30-11-2024,28-11-2021,Approved,2456,RAHUL SINGH,Installation pending
709,BRIANNA,Male,South,KARNATAKA,560056,INDIVIDUAL,PASSPORT,203665347,Commercial,12,15-03-2021,20-08-2024,15-04-2021,Approved,1311,Sudhanshu Gupta,Installation pending
710,KERRI,Male,South,KARNATAKA,560044,INDIVIDUAL,AADHAR,9.97E+11,Residential,1,22-02-2021,02-01-2022,22-03-2021,Approved,2456,RAHUL SINGH,Installation pending
711,BENNY,Male,South,KARNATAKA,560037,INDIVIDUAL,PAN,2005246,Residential,5,26-02-2021,28-01-2022,26-03-2021,Approved,1460,HEM CHAND,Installation pending
712,CLARA,Male,South,KARNATAKA,560015,INDIVIDUAL,PASSPORT,799158675,Commercial,5,29-11-2021,22-08-2024,29-12-2021,Connection Released,1460,HEM CHAND,Installation completed
713,IVY,Male,South,KARNATAKA,560010,INDIVIDUAL,PAN,8096367,Commercial,10,01-01-2021,21-07-2024,01-02-2021,Connection Released,4510,VINOD GUPTA,Installation completed
714,ROXANNE,Male,South,KARNATAKA,560002,JOINT,AADHAR,5.01E+11,Commercial,9,30-10-2021,03-01-2022,30-11-2021,Connection Released,4510,VINOD GUPTA,Installation completed
715,GUSTAVO,Male,South,KARNATAKA,560063,INDIVIDUAL,AADHAR,9.02E+11,Residential,4,09-04-2021,04-03-2024,09-05-2021,Approved,4510,VINOD GUPTA,Installation pending
716,MONA,Male,South,KARNATAKA,560013,INDIVIDUAL,PAN,5994904,Commercial,3,20-10-2021,11-10-2024,20-11-2021,Approved,1460,HEM CHAND,Installation pending
717,GISELLE,Male,South,KARNATAKA,560045,INDIVIDUAL,VOTER_ID,95021,Residential,12,04-01-2021,04-09-2024,04-02-2021,Connection Released,2456,RAHUL SINGH,Installation completed
718,MELVIN,Male,South,KARNATAKA,560017,INDIVIDUAL,PAN,5368575,Commercial,3,01-01-2022,08-06-2024,01-02-2022,Connection Released,2456,RAHUL SINGH,Installation completed
719,VLADIMIR,Male,South,KARNATAKA,560016,INDIVIDUAL,PASSPORT,289279459,Commercial,2,07-11-2021,23-01-2022,07-12-2021,Connection Released,1460,HEM CHAND,Installation completed
720,STAN,Male,South,KARNATAKA,560015,INDIVIDUAL,VOTER_ID,87033,Residential,8,19-04-2021,23-07-2024,19-05-2021,Connection Released,1678,Manoj Pandey,Installation completed
721,LÉONARD,Male,South,KARNATAKA,560025,INDIVIDUAL,VOTER_ID,97890,Commercial,12,24-06-2021,02-04-2024,24-07-2021,Connection Released,4510,VINOD GUPTA,Installation completed
722,CORINNE,Male,South,KARNATAKA,560060,INDIVIDUAL,PAN,9782808,Residential,4,14-03-2021,05-12-2024,14-04-2021,Approved,1311,Sudhanshu Gupta,Installation pending
723,AJ,Male,South,KARNATAKA,560048,JOINT,PAN,8530823,Commercial,9,22-11-2021,18-06-2024,22-12-2021,Approved,2456,RAHUL SINGH,Installation pending
724,NATHALIE,Male,South,KARNATAKA,560055,JOINT,VOTER_ID,95577,Commercial,11,02-12-2021,05-11-2024,02-01-2022,Approved,4510,VINOD GUPTA,Installation pending
725,MELODY,Male,South,KARNATAKA,560029,INDIVIDUAL,PASSPORT,558822596,Residential,4,08-07-2021,28-02-2024,08-08-2021,Approved,1311,Sudhanshu Gupta,Installation pending
726,CHRISTIE,Male,South,KARNATAKA,560051,JOINT,PASSPORT,585672773,Residential,4,30-10-2021,14-05-2024,30-11-2021,Connection Released,1678,Manoj Pandey,Installation completed
727,MERCEDES,Male,South,KARNATAKA,560061,INDIVIDUAL,AADHAR,6.22E+11,Commercial,6,20-07-2021,09-02-2024,20-08-2021,Connection Released,4510,VINOD GUPTA,Installation completed
728,MITCH,Male,South,KARNATAKA,560039,INDIVIDUAL,PAN,8571173,Residential,11,02-12-2021,15-02-2024,02-01-2022,Connection Released,1311,Sudhanshu Gupta,Installation completed
729,LANA,Male,East,KARNATAKA,560033,INDIVIDUAL,PASSPORT,207772550,Commercial,3,01-06-2021,19-06-2024,01-07-2021,Approved,1311,Sudhanshu Gupta,Installation pending
730,HILLARY,Male,East,KARNATAKA,560014,INDIVIDUAL,PASSPORT,427747716,Commercial,8,20-10-2021,29-12-2024,20-11-2021,Approved,4510,VINOD GUPTA,Installation pending
731,JEANNETTE,Male,East,KARNATAKA,560059,INDIVIDUAL,PAN,9050790,Residential,4,28-12-2021,15-04-2024,28-01-2022,Connection Released,1460,HEM CHAND,Installation completed
732,ALISA,Male,East,KARNATAKA,560034,INDIVIDUAL,PASSPORT,620077226,Residential,10,22-07-2021,28-08-2024,22-08-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
